address,biz_id,category,image_shown,name,num_reviews,price_range,star_rating,url
37 Rt 9 W,pub-23-glenmont,['Pubs'],https://s3-media1.fl.yelpcdn.com/bphoto/1-xPFcvBh0-R52h22wmWBw/ls.jpg,Pub 23,3.0,,3.5,https://www.yelp.com/biz/pub-23-glenmont?osq=beer
2701 Lavin Ct,park-pub-restaurant-troy,"['Pubs', 'American (Traditional)']",https://s3-media2.fl.yelpcdn.com/bphoto/S8qQe452zIqNvRbd6QlmRw/ls.jpg,Park Pub Restaurant,37.0,$$,3.5,https://www.yelp.com/biz/park-pub-restaurant-troy?osq=beer
150 Speigletown Rd,rustic-barn-pub-troy,"['Pubs', 'American (Traditional)', 'Mexican']",https://s3-media3.fl.yelpcdn.com/bphoto/IBuBAwPLt2MVV5Stz4adnQ/ls.jpg,Rustic Barn Pub,27.0,$$,3.5,https://www.yelp.com/biz/rustic-barn-pub-troy?osq=beer
107 Wolf Rd,99-restaurants-colonie,"['American (Traditional)', 'Pubs', 'Desserts']",https://s3-media3.fl.yelpcdn.com/bphoto/y20aCLOR9dpztcvoD5vUUw/ls.jpg,99 Restaurants,58.0,$$,3.5,https://www.yelp.com/biz/99-restaurants-colonie?osq=beer
151 Lafayette St,firestone-151-bar-and-restaurant-schenectady,"['Pizza', 'American (New)', 'Pubs']",https://s3-media1.fl.yelpcdn.com/bphoto/ZNB9V8vGHzDqoTiZiEmcqw/ls.jpg,Firestone 151 Bar & Restaurant,61.0,$$,3.5,https://www.yelp.com/biz/firestone-151-bar-and-restaurant-schenectady?osq=beer
1368 Indian Fields Rd,track-32-italian-pub-feura-bush,"['Italian', 'Pubs']",https://s3-media1.fl.yelpcdn.com/bphoto/8iyI5Y7f3B4Ov_Pz4mVx2w/ls.jpg,Track 32 Italian Pub,45.0,$$,4.0,https://www.yelp.com/biz/track-32-italian-pub-feura-bush?osq=beer
1859 Van Vranken Ave,stoneys-irish-grill-schenectady,"['Pubs', 'Irish']",https://s3-media4.fl.yelpcdn.com/bphoto/YCQgzYFSLrcWObHH8_cTrw/ls.jpg,Stoney’s Irish Grill,33.0,$$,4.0,https://www.yelp.com/biz/stoneys-irish-grill-schenectady?osq=beer
241 Delaware Ave,my-place-and-co-delmar,"['Salad', 'American (Traditional)', 'Beer Bar']",https://s3-media2.fl.yelpcdn.com/bphoto/VqV_0wVHOWTgkZsSMeMhMQ/ls.jpg,My Place & Co,40.0,$,3.5,https://www.yelp.com/biz/my-place-and-co-delmar?osq=beer
200 Broadway,bootleggers-on-broadway-troy-2,"['American (New)', 'Pubs']",https://s3-media2.fl.yelpcdn.com/bphoto/byJKGRvxsrka52blx7vVOw/ls.jpg,Bootlegger’s On Broadway,77.0,$$,3.0,https://www.yelp.com/biz/bootleggers-on-broadway-troy-2?osq=beer
806 25th St,deacon-blues-watervliet-2,"['Pubs', 'Salad']",https://s3-media1.fl.yelpcdn.com/bphoto/qIdNbGVuNkC-7nILxZ79wQ/ls.jpg,Deacon Blues,17.0,$$,3.5,https://www.yelp.com/biz/deacon-blues-watervliet-2?osq=beer
452 Broadway,mcaddys-pub-troy,['Pubs'],https://s3-media4.fl.yelpcdn.com/bphoto/nfl4LVRQWLzTKouPNK7Xhg/ls.jpg,McAddy’s Pub,11.0,$$,4.0,https://www.yelp.com/biz/mcaddys-pub-troy?osq=beer
1536 Crescent Rd,pams-pub-clifton-park,['Pubs'],https://s3-media4.fl.yelpcdn.com/bphoto/YCX7cYLGYfJrsERlGL2PIg/ls.jpg,Pam’s Pub,14.0,$,3.0,https://www.yelp.com/biz/pams-pub-clifton-park?osq=beer
447 State St,bombers-burrito-bar-schenectady,"['Mexican', 'Beer Bar', 'Wraps']",https://s3-media2.fl.yelpcdn.com/bphoto/Yvr-V-miWgftvDBQUDiWnw/ls.jpg,Bombers Burrito Bar,163.0,$$,2.5,https://www.yelp.com/biz/bombers-burrito-bar-schenectady?osq=beer
2253 15th St,o-learys-tavern-troy,['Pubs'],https://s3-media1.fl.yelpcdn.com/bphoto/ssmCRBqMKr4UDUwoPU9nug/ls.jpg,O’learys Tavern,3.0,,3.5,https://www.yelp.com/biz/o-learys-tavern-troy?osq=beer
112 S College St,clintons-ditch-schenectady,"['American (Traditional)', 'Pubs', 'Desserts']",https://s3-media4.fl.yelpcdn.com/bphoto/k6JfbSojGQpWFdB1V1lKhg/ls.jpg,Clinton’s Ditch,44.0,$$,3.0,https://www.yelp.com/biz/clintons-ditch-schenectady?osq=beer
729 Pawling Ave,villa-valenti-pub-troy,"['Pizza', 'Pubs']",https://s3-media3.fl.yelpcdn.com/bphoto/NuL6F2Feu2Gw1I9xlijZ1Q/ls.jpg,Villa Valenti Pub,16.0,$$,3.5,https://www.yelp.com/biz/villa-valenti-pub-troy?osq=beer
93 W Campbell Rd,99-restaurants-rotterdam,"['Pubs', 'American (Traditional)', 'Desserts']",https://s3-media4.fl.yelpcdn.com/bphoto/F7riLcJ_3liAXSbsnt1lYg/ls.jpg,99 Restaurants,29.0,$$,3.5,https://www.yelp.com/biz/99-restaurants-rotterdam?osq=beer
